name,rating,reviews,company_type,Head_Quarters
Concorde Motors,3.8,(151),Automobile,Bengaluru +12 other locations
Hykon,4.5,(150),Electronics Manufacturing,Thrissur +14 other locations
NPCC Engineering,3.7,(150),Oil & Gas,Mumbai +12 other locations
NetProphets Cyberworks,3.3,(150),IT Services & Consulting,Noida +14 other locations
Rolls-Royce,3.7,(150),Defence & Aerospace,Bengaluru +11 other locations
Bhilai Iron And Steel Processing Company,3.9,(150),Iron & Steel,Bhilai Nagar +10 other locations
Brigosha Technologies,2.2,(150),IT Services & Consulting,Bengaluru +3 other locations
Embassy Group,4.1,(150),Real Estate,Bengaluru +15 other locations
Agility E Services,3.7,(150),IT Services & Consulting,Hyderabad +2 other locations
CapGrid Solutions,3.8,(150),Internet,Gurugram +16 other locations
The Calcutta Medical Research Institute,3.9,(150),Kolkata +5 other locations,
Futran Solutions,3.8,(150),Software Product,Hyderabad +3 other locations
IndiaLends,3.3,(150),Financial Services,Gurugram +4 other locations
"PKF Sridhar & Santhanam LLP, Chartered Accountants",3.3,(150),Accounting & Auditing,Mumbai +8 other locations
Echelon Institute of Technology,4.4,(150),Education & Training,Faridabad +4 other locations
KLT Automotive & Tubular Products,3.5,(150),Auto Components,Mumbai +15 other locations
Zeta Global,3.3,(150),Software Product,Hyderabad +5 other locations
ETV Bharat,4.0,(148),Broadcasting,Hyderabad +6 other locations
Cyntexa,3.4,(150),IT Services & Consulting,Jaipur +2 other locations
RPSG,3.9,(150),FMCG,Kolkata +34 other locations
Safeducate,4.1,(150),Education & Training,New Delhi +30 other locations
CoinDCX,3.9,(150),Emerging Technologies,Bengaluru +7 other locations
Computer Generated Solutions,3.1,(150),IT Services & Consulting,Hyderabad +6 other locations
BlueBinaries Engineering and Solutions,2.7,(150),Software Product,Bengaluru +5 other locations
Multi Commodity Exchange of India,3.4,(150),Financial Services,Mumbai +10 other locations
HelpAge India,4.0,(150),Non-Profit,New Delhi +55 other locations
SAGE Publications,3.2,(150),Media & Entertainment,New Delhi +7 other locations
Brindavan Beverages,3.9,(150),Beverage,Bareilly +11 other locations
Talent Corner HR Services,3.6,(150),Recruitment,Mumbai +29 other locations
AstroTalk,3.4,(150),Internet,Noida +11 other locations
Sundyota Numandis Pharmaceuticals,4.0,(150),Pharma,Ahmedabad +29 other locations
Automotive Research Association of India,4.0,(150),Auto Components,Pune +3 other locations
Magnum Group,3.2,(150),BPO,Bhopal +11 other locations
Vedic International School,4.5,(150),Education & Training,Sambalpur +4 other locations
Cogencis Information Services,3.2,(150),IT Services & Consulting,Mumbai +7 other locations
KDDL,3.7,(150),Metals & Mining,Bengaluru +10 other locations
Airpay Payment Services,2.8,(150),FinTech,Mumbai +50 other locations
IBM Consulting,3.7,(150),Bengaluru +12 other locations,
Progility Technologies,3.5,(149),IT Services & Consulting,Mumbai +25 other locations
Mobase,3.5,(149),Auto Components,Noida +10 other locations
Takenaka,4.1,(149),Architecture & Interior Design,Gurugram +17 other locations
UAE Exchange,4.4,(149),FinTech,Kochi +40 other locations
CignaTTk Health Insurance,3.7,(149),Insurance,Mumbai +40 other locations
Shilpa Biologicals,2.8,(149),Dharwad +10 other locations,
ValGenesis,3.2,(149),Software Product,Chennai +5 other locations
Swastik Infralogics Private Limited,3.8,(149),Engineering & Construction,Mumbai +23 other locations
Vega Industries,4.0,(149),Beauty & Personal Care,Noida +28 other locations
Shri Mahant Indiresh Hospital,3.4,(149),Healthcare,Dehradun +7 other locations
Elektrobit India,4.1,(149),IT Services & Consulting,Bengaluru +2 other locations
Chiripal Industries,3.6,(149),Fashion & Textile,Ahmedabad +6 other locations
Rysun Labs,3.3,(149),IT Services & Consulting,Ahmedabad +6 other locations
Dr D Y Patil Medical College,4.1,(149),Healthcare,Pune +7 other locations
Frost & Sullivan,3.0,(149),Management Consulting,Chennai +8 other locations
Edac Engineering,3.7,(149),Engineering & Construction,Chennai +19 other locations
Gail Gas,3.6,(149),Oil & Gas,Bengaluru +35 other locations
Apollo Medskills,3.8,(149),Healthcare,Hyderabad +25 other locations
CARS24 Financial Services,3.3,(149),Gurugram +27 other locations,
Creative Garments,3.8,(149),Fashion & Textile,Mumbai +13 other locations
KHD Humboldt Wedag,4.2,(149),Industrial Machinery,New Delhi +6 other locations
SunTec Business Solutions,2.9,(149),IT Services & Consulting,Thiruvananthapuram +10 other locations
Fair Exports,3.4,(149),Import & Export,New Delhi +22 other locations
Wysetek Systems Technologists,3.7,(149),IT Services & Consulting,Mumbai +11 other locations
Ayu Health Hospitals,3.4,(149),Healthcare,Bengaluru +9 other locations
Voylla,3.5,(148),Jewellery,Jaipur +36 other locations
Ravindra Bharathi Schools,3.5,(148),Education & Training,Hyderabad +27 other locations
Euronics Industries,3.7,(148),Building Material,Gurugram +18 other locations
GKB RX Lens,4.0,(148),Medical Equipment,Gurugram +21 other locations
Apparel Group UAE,3.5,(148),Retail,Dubai +8 other locations
Meena Bazaar,3.4,(148),Fashion & Textile,New Delhi +22 other locations
Quba Architectural Products,4.3,(148),Architecture & Interior Design,Mumbai +24 other locations
SightSpectrum Technology Solutions,3.4,(148),IT Services & Consulting,Chennai +3 other locations
Million Minds Management Services,3.4,(148),Recruitment,New Delhi +39 other locations
Altigreen Propulsion Labs,3.5,(148),Electronics Manufacturing,Bengaluru +17 other locations
Montage Enterprises,3.0,(148),Packaging,Gwalior +13 other locations
Astute Corporate Services,3.2,(148),Other,Pune +24 other locations
Optimus Information,3.2,(148),IT Services & Consulting,Noida +6 other locations
Amp Motors,3.9,(148),Automobile,Gurugram +12 other locations
Jhajharia Nirman Limited,4.2,(148),Engineering & Construction,Bilaspur +32 other locations
CEC International,4.0,(148),Engineering & Construction,New Delhi +16 other locations
Deepak Novochem Technologies,4.0,(149),Chemicals,Chiplun +4 other locations
MAHLE Engine Components,3.8,(148),Automobile,Chennai +18 other locations
Mcpi,4.2,(147),Chemicals,Haldia +5 other locations
Alice Blue Commodities,3.1,(148),FinTech,Bengaluru +21 other locations
Deccan iServices,3.7,(151),Chennai +7 other locations,
K2k Infrastructure,4.0,(148),Engineering & Construction,Bengaluru +8 other locations
Liebherr,3.8,(148),Industrial Machinery,Mumbai +27 other locations
Moneyboxx Finance,3.7,(165),NBFC,Mumbai +70 other locations
Spinco Biotech,3.7,(148),Biotechnology,Chennai +16 other locations
Toll Group,4.0,(149),Logistics,Pune +18 other locations
Volvo Construction Equipment,4.2,(148),Industrial Machinery,Bengaluru +27 other locations
Community Health Center,4.3,(148),Healthcare,Lucknow +71 other locations
Best Koki Automotive,3.5,(148),Auto Components,Gurugram +11 other locations
Unicorn DenMart,4.0,(149),Medical Equipment,New Delhi +22 other locations
Specsmakers Opticians,3.6,(148),Retail,Chennai +19 other locations
Abryl Laboratories Manufacturing Unit,3.6,(148),Pharma,Chandigarh +9 other locations
Delhi Integrated Multi Modal Transit System,3.7,(148),Government,New Delhi +11 other locations
Teach For India,3.8,(148),Non-Profit,New Delhi +13 other locations
Element14,3.8,(148),Semiconductors,Bengaluru +6 other locations
Hanu Software Solutions,3.3,(148),IT Services & Consulting,Noida +5 other locations
Brickwork Ratings,3.4,(148),Financial Services,Bengaluru +22 other locations
Banas Dairy,4.3,(148),Food Processing,Palanpur +21 other locations
Spc Life Sciences,3.5,(148),Pharma,Ankleshwar +5 other locations
Scymes Services,3.6,(148),IT Services & Consulting,Mumbai +11 other locations
BDG Metal & Power,3.9,(148),Iron & Steel,Durgapur +6 other locations
Shakti Precision Components,3.7,(148),Other,Bengaluru +7 other locations
Vehant Technologies,3.9,(148),IT Services & Consulting,Noida +17 other locations
Vasavi Group,3.9,(148),Real Estate,Hyderabad +5 other locations
Zacks Research,2.7,(148),Financial Services,Kolkata +1 other locations
Tarento Technologies,3.9,(148),IT Services & Consulting,Bengaluru +5 other locations
Altruistic Technology Labs,3.5,(148),IT Services & Consulting,Bengaluru +15 other locations
Kartavya Healtheon,3.7,(151),Internet,Mumbai +26 other locations
Jai Beverages,3.5,(148),Beverage,Jammu +15 other locations
Sohan Lal Commodity Management,3.9,(148),Logistics,New Delhi +30 other locations
SAP-Concur,4.1,(148),Software Product,Bengaluru +5 other locations
SEDER GROUP,4.1,(148),Engineering & Construction,Bengaluru +15 other locations
Shri Kshetra Dharmasthala Rural Development Project,4.0,(148),Bengaluru +49 other locations,
Tops Security,4.3,(147),Law Enforcement & Security,Mumbai +26 other locations
Faber Sindoori Management Services,3.6,(147),Facility Management Services,Hyderabad +21 other locations
Ameyo,3.7,(147),Software Product,Gurugram +7 other locations
Stanadyne India,4.0,(147),Auto Components,Chennai +9 other locations
AVIZVA,2.3,(147),IT Services & Consulting,Gurugram +4 other locations
Crescendo Global,4.3,(147),Recruitment,Ludhiana +5 other locations
Sakshi,3.6,(147),Printing & Publishing,Hyderabad +27 other locations
Onicra Credit Rating Agency,3.2,(147),FinTech,Noida +32 other locations
Mindcrest,2.5,(147),Legal,Pune +3 other locations
Mehta Cad Cam Systems,3.9,(147),Industrial Machinery,Ahmedabad +19 other locations
Jasper Industries,4.1,(147),Automobile,Hyderabad +13 other locations
Patil Automation,3.3,(147),Industrial Automation,Pune +10 other locations
Srei Sahaj e-Village,4.5,(147),Retail,Kolkata +34 other locations
Peerless Biotech,4.4,(147),Medical Equipment,Chennai +24 other locations
Ewac Alloys,4.1,(147),Industrial Machinery,Ankleshwar +34 other locations
Nelco,3.9,(147),Telecom,Mumbai +22 other locations
Apcotex Industries,3.7,(147),Chemicals,Navi Mumbai +11 other locations
Major Brands,3.9,(147),Retail,Mumbai +16 other locations
Aditya Birla Chemicals,3.8,(147),Chemicals,Bharuch +20 other locations
STPL,3.5,(147),IT Services & Consulting,Lucknow +28 other locations
Machino Polymers,3.4,(147),Petrochemicals,Gurugram +12 other locations
Planit Testing India,3.3,(147),IT Services & Consulting,Hyderabad +5 other locations
Uno Minda Kyoraku,3.8,(147),Automobile,Bawal +12 other locations
BizGurukul,4.2,(147),EdTech,New Delhi +12 other locations
Kirloskar Ebara Pumps,3.6,(147),Industrial Machinery,Pune +10 other locations
First Solar,3.9,(147),Internet,Chennai +9 other locations
Sun Flag Steel,3.6,(147),Iron & Steel,Bhandara +9 other locations
Futures First info Services,3.4,(147),Financial Services,Gurugram +8 other locations
Acies,4.1,(147),Software Product,Mumbai +5 other locations
thinkbridge,3.5,(147),IT Services & Consulting,Pune +7 other locations
Etihad Airways,4.4,(147),Aviation,Abu Dhabi +13 other locations
Samvardhana Motherson Auto Component,3.8,(147),Electrical Equipment,Chennai +15 other locations
Kaseya Software,3.2,(147),Software Product,Bengaluru +4 other locations
Being human,4.3,(147),Fashion & Textile,Mumbai +41 other locations
Nium,3.5,(147),FinTech,Mumbai +11 other locations
Shivalik Rasayan,3.4,(147),Agro Chemicals,Bharuch +13 other locations
SequelOne,3.3,(147),IT Services & Consulting,Gurugram +22 other locations
Motovolt Mobility,4.0,(147),Automobile,Kolkata +21 other locations
FMI Automotive Components,4.1,(147),Auto Components,Gurugram +4 other locations
Arundhati Jewellers,3.8,(147),Jewellery,Bhubaneswar +10 other locations
ShopDeck,3.9,(147),Internet,Bengaluru +4 other locations
GIRDHARI LAL CONSTRUCTIONS,3.8,(147),Engineering & Construction,New Delhi +25 other locations
Damro Furniture,3.7,(147),Furniture & Furnishing,Bengaluru +29 other locations
ETV Network,3.9,(147),Broadcasting,Hyderabad +12 other locations
Infoblox,3.8,(147),IT Services & Consulting,Bengaluru +6 other locations
Bijnis,3.7,(146),Internet,New Delhi +36 other locations
Chennais Amirta International Institute of Hotel Management,3.5,(146),Education & Training,Chennai +16 other locations
Interra Information Technologies,3.0,(146),IT Services & Consulting,Noida +4 other locations
Bausch & Lomb,3.7,(146),Medical Equipment,Gurugram +20 other locations
Icomm Tele,4.1,(146),Telecom,Hyderabad +15 other locations
MedTourEasy,4.7,(146),Internet,New Delhi +9 other locations
Louis Dreyfus Company,4.0,(146),Agriculture,Gurugram +17 other locations
Klassic Wheels,2.6,(146),Auto Components,Ahilyanagar +11 other locations
Classic Marble Company,3.5,(146),Building Material,Mumbai +17 other locations
SRV Media,3.1,(147),Marketing & Advertising,Pune +6 other locations
DRYCHEM SOLUTIONS,4.0,(146),Building Material,Mumbai +18 other locations
STEM Learning,4.1,(146),Education & Training,Mumbai +17 other locations
Cognus Technology,2.0,(146),IT Services & Consulting,Jaipur +6 other locations
DIC India,4.0,(146),Chemicals,Noida +15 other locations
Tekskills,3.9,(146),IT Services & Consulting,Hyderabad +12 other locations
AdamsBridge Global,3.4,(146),Internet,Chennai +5 other locations
Tim Hortons,3.2,(146),New Delhi +21 other locations,
Poct Services,3.9,(146),Medical Equipment,Lucknow +35 other locations
CriticalRiver,3.0,(146),IT Services & Consulting,Hyderabad +5 other locations
Isprava,3.3,(146),Real Estate,Mumbai +8 other locations
OakNorth,2.8,(147),Banking,Gurugram +4 other locations
Western Coalfields,4.4,(146),Metals & Mining,Nagpur +18 other locations
Ocl Iron & Steel,3.6,(146),Iron & Steel,Rourkela +16 other locations
Meghmani Group,3.4,(146),Bharuch +14 other locations,
Prestige Estates Projects,4.4,(146),Real Estate,Bengaluru +9 other locations
NimbusPost,3.1,(146),Logistics,Gurugram +9 other locations
ENTRI SOFTWARE,3.9,(147),EdTech,Kochi +11 other locations
DOGUS SOMA JV,4.3,(146),Engineering & Construction,Mumbai +3 other locations
Isha Foundation,4.2,(146),Non-Profit,Coimbatore +15 other locations
Space Matrix Design Consultants,3.5,(146),Architecture & Interior Design,Bengaluru +10 other locations
Vipul Motors,3.7,(146),Automobile,Faridabad +7 other locations
Indivillage Tech Solutions,3.7,(146),IT Services & Consulting,Yemmiganur +12 other locations
Adhunik Metaliks,3.4,(146),Metals & Mining,Rourkela +15 other locations
Dealmoney Securities,3.1,(146),Financial Services,Mumbai +17 other locations
STJ Electronics,3.3,(146),Semiconductors,New Delhi +12 other locations
Consern Pharma Limited,4.6,(146),Pharma,Ludhiana +26 other locations
Amazon Pay,3.8,(146),Bengaluru +31 other locations,
L&T Power Transmission & Distribution,4.3,(146),Power,Chennai +30 other locations
Barco Electronic Systems,4.1,(146),Consumer Electronics & Appliances,Noida +5 other locations
illumifin,3.3,(146),Insurance,Hyderabad +6 other locations
Thar Worx,3.9,(146),BPO,Bengaluru +7 other locations
Sourcefuse Technologies,2.9,(146),IT Services & Consulting,Noida +8 other locations
B.L Agro Oils,3.9,(145),Food Processing,Bareilly +31 other locations
Fedora Solutions,3.3,(145),IT Services & Consulting,Ahmedabad +2 other locations
Bryka Electrosystems & Software,2.3,(145),Defence & Aerospace,Mumbai +2 other locations
Aero Club-Woodland Store,3.4,(145),Fashion & Textile,New Delhi +55 other locations
John Energy,4.0,(145),Oil & Gas,Ahmedabad +14 other locations
Khatib & Alami,3.4,(145),Engineering & Construction,Bengaluru +15 other locations
Digital Aptech,4.3,(145),IT Services & Consulting,Kolkata +2 other locations
GKN Sinter Metals,3.9,(145),Auto Components,Pune +9 other locations
AECC Global,3.2,(151),Financial Services,Chennai +20 other locations
Continuum Managed Services,4.1,(145),IT Services & Consulting,Mumbai +8 other locations
Ojas Innovative Technologies,3.6,(145),IT Services & Consulting,Hyderabad +3 other locations
LimeRoad,2.6,(145),Internet,Gurugram +8 other locations
Shipping Corporation of India,4.4,(145),Logistics,Mumbai +11 other locations
Gujarat State Petronet,4.0,(145),Oil & Gas,Ahmedabad +29 other locations
Pixon Energy,4.0,(145),Electrical Equipment,Rajkot +10 other locations
PharmaZell,4.3,(145),Pharma,Visakhapatnam +5 other locations
Kitex Garments,3.6,(145),Fashion & Textile,Kochi +16 other locations
Sarvatra Technologies,4.3,(145),IT Services & Consulting,Pune +10 other locations
